date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:43:57	160743/160743	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:56%20GMT	https://www.playsport.cc/forum/83	D:/KevinC/web/sgame/www.playsport.cc/forum/83.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:43:58	160210/160210	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:56%20GMT	https://www.playsport.cc/forum/114	D:/KevinC/web/sgame/www.playsport.cc/forum/114.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:43:58	160201/160201	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:56%20GMT	https://www.playsport.cc/forum/3	D:/KevinC/web/sgame/www.playsport.cc/forum/3.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:43:58	162356/162356	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:57%20GMT	https://www.playsport.cc/forum/7	D:/KevinC/web/sgame/www.playsport.cc/forum/7.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:43:58	161262/161262	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:57%20GMT	https://www.playsport.cc/forum/92	D:/KevinC/web/sgame/www.playsport.cc/forum/92.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:43:59	162812/162812	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:57%20GMT	https://www.playsport.cc/forum/97	D:/KevinC/web/sgame/www.playsport.cc/forum/97.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:43:59	160346/160346	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:58%20GMT	https://www.playsport.cc/forum/8	D:/KevinC/web/sgame/www.playsport.cc/forum/8.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:43:59	160427/160427	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:58%20GMT	https://www.playsport.cc/forum/94	D:/KevinC/web/sgame/www.playsport.cc/forum/94.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:43:59	161767/161767	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:58%20GMT	https://www.playsport.cc/forum/110	D:/KevinC/web/sgame/www.playsport.cc/forum/110.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:00	160111/160111	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:58%20GMT	https://www.playsport.cc/forum/121	D:/KevinC/web/sgame/www.playsport.cc/forum/121.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:00	159371/159371	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:58%20GMT	https://www.playsport.cc/forum/82	D:/KevinC/web/sgame/www.playsport.cc/forum/82.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:00	161984/161984	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:59%20GMT	https://www.playsport.cc/forum/12	D:/KevinC/web/sgame/www.playsport.cc/forum/12.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:00	159875/159875	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:59%20GMT	https://www.playsport.cc/forum/16	D:/KevinC/web/sgame/www.playsport.cc/forum/16.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:01	159823/159823	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:59%20GMT	https://www.playsport.cc/forum/18	D:/KevinC/web/sgame/www.playsport.cc/forum/18.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:01	200727/200727	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:43:59%20GMT	https://www.playsport.cc/forum/120?from=forumAllianceMenu	D:/KevinC/web/sgame/www.playsport.cc/forum/1205746.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:01	18954/18954	---MCZ	200	added ('OK')	image/png	etag:W/%226762450a-4a0a%22	https://www.playsport.cc/images/bet/bet_forum.png	D:/KevinC/web/sgame/www.playsport.cc/images/bet/bet_forum.png	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:01	162291/162291	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:00%20GMT	https://www.playsport.cc/forum/4	D:/KevinC/web/sgame/www.playsport.cc/forum/4.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:02	161052/161052	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:00%20GMT	https://www.playsport.cc/forum/91	D:/KevinC/web/sgame/www.playsport.cc/forum/91.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:02	162064/162064	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:00%20GMT	https://www.playsport.cc/forum/87	D:/KevinC/web/sgame/www.playsport.cc/forum/87.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:02	163430/163430	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:01%20GMT	https://www.playsport.cc/forum/93	D:/KevinC/web/sgame/www.playsport.cc/forum/93.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:03	165234/165234	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:01%20GMT	https://www.playsport.cc/forum/21	D:/KevinC/web/sgame/www.playsport.cc/forum/21.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:03	162323/162323	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:01%20GMT	https://www.playsport.cc/forum/90	D:/KevinC/web/sgame/www.playsport.cc/forum/90.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:03	159990/159990	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:02%20GMT	https://www.playsport.cc/forum/119	D:/KevinC/web/sgame/www.playsport.cc/forum/119.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:03	159731/159731	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:02%20GMT	https://www.playsport.cc/forum/122	D:/KevinC/web/sgame/www.playsport.cc/forum/122.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:03	159756/159756	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:02%20GMT	https://www.playsport.cc/forum/102	D:/KevinC/web/sgame/www.playsport.cc/forum/102.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:04	160234/160234	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:02%20GMT	https://www.playsport.cc/forum/10	D:/KevinC/web/sgame/www.playsport.cc/forum/10.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:04	159309/159309	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:02%20GMT	https://www.playsport.cc/forum/13	D:/KevinC/web/sgame/www.playsport.cc/forum/13.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:04	159751/159751	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:03%20GMT	https://www.playsport.cc/forum/17	D:/KevinC/web/sgame/www.playsport.cc/forum/17.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:04	161188/161188	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:03%20GMT	https://www.playsport.cc/forum/95	D:/KevinC/web/sgame/www.playsport.cc/forum/95.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:05	149130/149130	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:03%20GMT	https://www.playsport.cc/forum/112	D:/KevinC/web/sgame/www.playsport.cc/forum/112.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:05	160006/160006	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:03%20GMT	https://www.playsport.cc/forum/98	D:/KevinC/web/sgame/www.playsport.cc/forum/98.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:05	161286/161286	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:04%20GMT	https://www.playsport.cc/forum/99	D:/KevinC/web/sgame/www.playsport.cc/forum/99.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:05	164803/164803	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:04%20GMT	https://www.playsport.cc/forum/0?s=a	D:/KevinC/web/sgame/www.playsport.cc/forum/0623c.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:05	10169/10169	---MCZ	200	added ('OK')	text/css	etag:W/%226762450a-27b9%22	https://www.playsport.cc/CSS/forum_button.css	D:/KevinC/web/sgame/www.playsport.cc/CSS/forum_button.css	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:05	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2003:44:04%20GMT	https://www.playsport.cc/login_v3.php?height=260&width=580&modal=true	D:/KevinC/web/sgame/www.playsport.cc/login_v379b2.php	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:06	115/115	---MCZ	200	added ('OK')	text/css	etag:W/%2268808074-73%22	https://www.playsport.cc/build/css/forum/forumField-bea1cd4c68.web.css?v=20210809	D:/KevinC/web/sgame/www.playsport.cc/build/css/forum/forumField-bea1cd4c68.weba5b5.css	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:06	86/86	---MCZ	200	added ('OK')	text/css	etag:W/%2268808074-56%22	https://www.playsport.cc/build/css/forum/forumList-5173c13962.web.css?v=20210809	D:/KevinC/web/sgame/www.playsport.cc/build/css/forum/forumList-5173c13962.weba5b5.css	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:06	2532/2532	---MCZ	200	added ('OK')	image/gif	etag:W/%226762450a-9e4%22	https://www.playsport.cc/images/forum/icon_push_over60.gif	D:/KevinC/web/sgame/www.playsport.cc/images/forum/icon_push_over60.gif	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:07	423591/423591	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:05%20GMT	https://www.playsport.cc/forum/post/250915110039zf6?	D:/KevinC/web/sgame/www.playsport.cc/forum/post/250915110039zf6d41d.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:07	442264/442264	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:05%20GMT	https://www.playsport.cc/forum/post/250915110039zf6?pageno=2	D:/KevinC/web/sgame/www.playsport.cc/forum/post/250915110039zf6e9e8.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:07	454511/454511	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:06%20GMT	https://www.playsport.cc/forum/post/250915110039zf6?pageno=3	D:/KevinC/web/sgame/www.playsport.cc/forum/post/250915110039zf6c321.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:07	457633/457633	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:06%20GMT	https://www.playsport.cc/forum/post/250915110039zf6?pageno=4	D:/KevinC/web/sgame/www.playsport.cc/forum/post/250915110039zf678d1.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:08	482649/482649	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:06%20GMT	https://www.playsport.cc/forum/post/250915110039zf6?pageno=5	D:/KevinC/web/sgame/www.playsport.cc/forum/post/250915110039zf6c0e1.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
11:44:08	480303/480303	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2003:44:07%20GMT	https://www.playsport.cc/forum/post/250915110039zf6?pageno=6	D:/KevinC/web/sgame/www.playsport.cc/forum/post/250915110039zf67834.html	(from https://www.playsport.cc/forum?redirect_from=indexPage)
